Year,Month,City,Address,Prov,Country,Identifier,Area,UoM,Tenure,Latitude,Agent,Longitude
2019,JUL,Coquitlam,504 Cottonwood Ave.,BC,CA,B0068066,440.55,SQ-M,Leased,49.258782,Lucida,-122.892493
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0090391,4530,SQ-M,Owned,49.22969444,Lucida,-122.8123611
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0090414,3427,SQ-M,Owned,49.22947222,Lucida,-122.8115
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0090415,2175,SQ-M,Owned,49.22905556,Lucida,-122.8108611
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0090416,1554,SQ-M,Owned,49.22919444,Lucida,-122.8100278
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0090417,2024,SQ-M,Owned,49.22975,Lucida,-122.8098611
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0090418,646,SQ-M,Owned,49.22961111,Lucida,-122.8104167
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0090419,754,SQ-M,Owned,49.22991667,Lucida,-122.811
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0090421,93,SQ-M,Owned,49.23019444,Lucida,-122.80975
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0090422,94,SQ-M,Owned,49.23008333,Lucida,-122.8099444
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0090423,1164,SQ-M,Owned,49.22847222,Lucida,-122.8106111
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0090424,1219,SQ-M,Owned,49.22816667,Lucida,-122.8098056
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0090425,196,SQ-M,Owned,49.22811111,Lucida,-122.8108333
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0091353,195,SQ-M,Owned,49.23016667,Lucida,-122.8108056
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0091354,196,SQ-M,Owned,49.23025,Lucida,-122.8106389
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0091355,197,SQ-M,Owned,49.23030556,Lucida,-122.8104444
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B0091356,196,SQ-M,Owned,49.23027778,Lucida,-122.8101944
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B1002606,40.72,SQ-M,Owned,49.230054,Lucida,-122.80931
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,B1002607,114.16,SQ-M,Owned,49.230006,Lucida,-122.809278
2019,JUL,Coquitlam,70 Colony Farm Rd.,BC,CA,N0090413,27.5,HA,Owned,,Lucida,
2019,JUL,Coquitlam,906 Roderick & 908,BC,CA,B0067773,643.7,SQ-M,Leased,49.237747,Lucida,-122.872616
2019,JUL,Coquitlam,Riverview Cres.,BC,CA,N0001616,0.2657,HA,Owned,,Lucida,
2019,JUL,Coquitlam,Trans Canada Highway,BC,CA,N0090384,0.0001,HA,Owned,,Lucida,
2019,JUL,Courtenay,107 - 1742 Cliffe Ave.,BC,CA,B1002530,469.4,SQ-M,Leased,49.684056,Lucida,-124.989538
2019,JUL,Courtenay,1978 Cliffe Ave,BC,CA,B1002695,402.6,SQ-M,Leased,49.682002,Lucida,-124.985349
2019,JUL,Courtenay,2455 Mansfield Dr.,BC,CA,B0067373,1020.2,SQ-M,Leased,49.67436,Lucida,-124.98064
2019,JUL,Courtenay,2500 Cliffe Ave.,BC,CA,B0067199,1125.9,SQ-M,Leased,49.676128,Lucida,-124.982663
2019,JUL,Courtenay,355 11th St.,BC,CA,B0067151,399.9,SQ-M,Leased,49.687189,Lucida,-124.996009
2019,JUL,Courtenay,420 Cumberland Rd.,BC,CA,B0014381,3166.5,SQ-M,Owned,49.68863889,Lucida,-124.9993333
2019,JUL,Courtenay,420 Cumberland Rd.,BC,CA,N0001069,0.5128,HA,Owned,,Lucida,
2019,JUL,Courtenay,480 Cumberland Rd.,BC,CA,B0055137,882.6,SQ-M,Owned,49.68844444,Lucida,-124.9998611
2019,JUL,Courtenay,550 Comox Rd.,BC,CA,B0067150,334.4,SQ-M,Leased,49.69322222,Lucida,-124.9915556
2019,JUL,Courtenay,635 Fitzgerald Ave.,BC,CA,B0092238,334.5,SQ-M,Leased,49.688863,Lucida,-125.000659
2019,JUL,Courtenay,730 Grant Ave.,BC,CA,B0092668,1000.65,SQ-M,Leased,49.688865,Lucida,-125.001799
2019,JUL,Courtenay,941 England Ave.,BC,CA,B0059840,511,SQ-M,Leased,49.6883682,Lucida,-124.9983551
2019,JUL,Courtenay,941 England Ave.,BC,CA,B0090951,525.74,SQ-M,Leased,49.688004,Lucida,-124.998085
2019,JUL,Courtenay,961 England Ave.,BC,CA,B0092031,817.5,SQ-M,Leased,49.687771,Lucida,-124.997588
2019,JUL,Cowichan Lake,58 Cowichan Ave. W.,BC,CA,B0050021,213.7,SQ-M,Leased,48.822322,Lucida,-124.055426
2019,JUL,Cranbrook,100 Cranbrook St. N.,BC,CA,B0067516,1731.77,SQ-M,Leased,49.51383333,Lucida,-115.7663333
2019,JUL,Cranbrook,102 11th Ave. S.,BC,CA,B0034512,1910.4,SQ-M,Owned,49.50988889,Lucida,-115.7658611
2017,JUL,Cranbrook,102 11th Ave. S.,BC,CA,N0001295,0.374,HA,Owned,,Lucida,
2017,JUL,Cranbrook,117 10th Ave. S.,BC,CA,B0057968,623.05,SQ-M,Leased,49.508969,Lucida,-115.767629
2017,JUL,Cranbrook,1212 2nd St. N.,BC,CA,B0092429,1250.66,SQ-M,Leased,49.513877,Lucida,-115.764726
2017,JUL,Cranbrook,129 10th Ave. S.,BC,CA,B0065581,632.01,SQ-M,Leased,49.50891667,Lucida,-115.7679722
2017,JUL,Cranbrook,1902 Theatre Rd.,BC,CA,B0066159,2006.69,SQ-M,Leased,49.53195556,Lucida,-115.7533306
2017,JUL,Cranbrook,1902 Theatre Rd.,BC,CA,B0092103,102.3,SQ-M,Leased,49.53123611,Lucida,-115.7529556
2017,JUL,Cranbrook,205 Industrial Rd.,BC,CA,B0068025,1241.8,SQ-M,Leased,49.53608333,Lucida,-115.7583611
2017,JUL,Cranbrook,205 Industrial Rd.,BC,CA,B1002492,354.98,SQ-M,Leased,49.53536111,Lucida,-115.7588889
2017,JUL,Crawford Bay,16332 Hwy 3a,BC,CA,N0001298,3.1849,HA,Owned,,Lucida,
2017,JUL,Crawford Bay,16332 Hwy. 3a,BC,CA,B0034587,22.3,SQ-M,Owned,49.68252778,Lucida,-116.8351111
2017,JUL,Crawford Bay,16332 Hwy. 3a,BC,CA,B0034595,35.7,SQ-M,Owned,49.68269444,Lucida,-116.8352778
2017,JUL,Crawford Bay,16332 Hwy. 3a,BC,CA,B0034603,25.1,SQ-M,Owned,49.68261111,Lucida,-116.8356944
2017,JUL,Creston,1243 Northwest Blvd.,BC,CA,B0092319,158.49,SQ-M,Leased,49.11019444,Lucida,-116.524125
2017,JUL,Creston,1243 Northwest Blvd.,BC,CA,B0092324,65.49,SQ-M,Leased,49.11008333,Lucida,-116.5249583
2017,JUL,Creston,1404 Canyon St.,BC,CA,B0067039,212.64,SQ-M,Leased,49.095375,Lucida,-116.5089
2017,JUL,Creston,224 10th Ave.,BC,CA,B0067246,872.01,SQ-M,Leased,49.09711111,Lucida,-116.5128611
2017,JUL,Dawson Creek,1001 110th Ave.,BC,CA,B0078129,1638.2,SQ-M,Owned,55.75044444,Lucida,-120.23475
2017,JUL,Dawson Creek,1001 110th Ave.,BC,CA,N0001757,0.4856,HA,Leased,,Lucida,
2017,JUL,Dawson Creek,10103 13th St.,BC,CA,B0067279,157.48,SQ-M,Leased,55.76102778,Lucida,-120.2381389
2017,JUL,Dawson Creek,103rd Ave.,BC,CA,N0001719,0.4421,HA,Owned,,Lucida,
2017,JUL,Dawson Creek,10808 15th St.,BC,CA,B0092684,47.57,SQ-M,Leased,55.7516183,Lucida,-120.2444484
2017,JUL,Dawson Creek,1201 103rd Ave.,BC,CA,B0038539,3523.3,SQ-M,Owned,55.75883333,Lucida,-120.2359167
2017,JUL,Dawson Creek,1201 103rd Ave.,BC,CA,B0078517,18.6,SQ-M,Owned,55.75880556,Lucida,-120.2368056
2017,JUL,Dawson Creek,1201 103rd Ave.,BC,CA,N0001344,1.0996,HA,Owned,,Lucida,
2017,JUL,Dawson Creek,1508 102nd Ave.,BC,CA,B0061200,920.4,SQ-M,Leased,55.75975,Lucida,-120.2451944
2019,JUL,Dawson Creek,9000 17th St.,BC,CA,B0076943,1549.21,SQ-M,Owned,55.77302778,Subbarao,-120.2498583
2019,JUL,Dawson Creek,9000 17th St.,BC,CA,B0078051,25.61,SQ-M,Owned,55.77376944,Subbarao,-120.2487306
2019,JUL,Dawson Creek,9000 17th St.,BC,CA,B0078546,126.56,SQ-M,Owned,55.77374444,Subbarao,-120.2483861
2019,JUL,Dawson Creek,9000 17th St.,BC,CA,B0083741,592.57,SQ-M,Owned,55.77368889,Subbarao,-120.2491361
2019,JUL,Dawson Creek,9000 17th St.,BC,CA,N0001489,1.234,HA,Owned,,Subbarao,
2019,JUL,Dawson Creek,9000 17th St.,BC,CA,N0092250,1.619,HA,Owned,,Subbarao,
2019,JUL,Dawson Creek,9000 17th St.,BC,CA,N0092251,1.214,HA,Owned,,Subbarao,
2019,JUL,Dease Lake,Airport Rd.,BC,CA,B0072082,306.7,SQ-M,Owned,58.42597222,Subbarao,-130.0170278
2019,JUL,Dease Lake,Airport Rd.,BC,CA,B0072108,43.2,SQ-M,Owned,58.42580278,Subbarao,-130.0175972
2019,JUL,Dease Lake,Airport Rd.,BC,CA,B0072116,456,SQ-M,Owned,58.42626667,Subbarao,-130.0175611
2019,JUL,Dease Lake,Elasgenze Dr.,BC,CA,N0001888,0.016,HA,Owned,58.441702,Subbarao,-129.997696
2019,JUL,Dease Lake,Hwy 37 - Block D,BC,CA,B0092172,463.6,SQ-M,Leased,58.432029,Subbarao,-129.984763
2019,JUL,Dease Lake,Hwy 37 - Block D,BC,CA,B0092318,64.7,SQ-M,Leased,58.43744619,Subbarao,-129.9889898
2019,JUL,Dease Lake,Lot 2505  Airport Rd,BC,CA,N0001545,0.7575,HA,Owned,,Subbarao,
2019,JUL,Dease Lake,Lot 2505  Airport Rd.,BC,CA,B0072090,155.5,SQ-M,Owned,58.42602222,Subbarao,-130.0181861
2019,JUL,Dease Lake,"Stikine St., Lot 7",BC,CA,N0001784,0.2258,HA,Owned,,Subbarao,
2019,JUL,Dease Lake,"Stikine St., Lot 8",BC,CA,N0001783,0.2258,HA,Owned,,Subbarao,
2019,JUL,Dease Lake,Stikine/Commercial,BC,CA,B0073676,7,SQ-M,Owned,58.436202,Subbarao,-129.98958
2019,JUL,Decker Lake,Hwy. 16,BC,CA,B0084962,139.58,SQ-M,Owned,54.28138889,Subbarao,-125.8220111
2019,JUL,Decker Lake,Hwy. 16,BC,CA,B0084988,20.79,SQ-M,Owned,54.281175,Subbarao,-125.8222444
2019,JUL,Decker Lake,Hwy. 16,BC,CA,B0084996,261.85,SQ-M,Owned,54.28117222,Subbarao,-125.821275
2019,JUL,Decker Lake,Hwy. 16,BC,CA,N0001495,4.9576,HA,Owned,,Subbarao,
2019,JUL,Delta,11245 84th Ave.,BC,CA,B0049718,1646.1,SQ-M,Owned,49.15636111,Subbarao,-122.9111944
2019,JUL,Delta,11245 84th Ave.,BC,CA,N0001460,0.405,HA,Owned,,Subbarao,
2019,JUL,Delta,11861 88 Ave.,BC,CA,B0092557,860.47,SQ-M,Leased,49.163222,Subbarao,-122.893461
2019,JUL,Delta,5000 Bridge St.,BC,CA,B0065797,432.37,SQ-M,Leased,49.09107,Subbarao,-123.085523
2019,JUL,Delta,8285 120th St.,BC,CA,B0067928,375.2,SQ-M,Leased,49.153377,Subbarao,-122.890579
2019,JUL,Duncan,1 - 361 Trans Canada Hwy,BC,CA,B1002345,441.2,SQ-M,Leased,48.77775,Subbarao,-123.7005833
2019,JUL,Duncan,116 Queens Rd.,BC,CA,B0092646,144,SQ-M,Leased,48.779383,Subbarao,-123.704411
2019,JUL,Duncan,15 Craig St.,BC,CA,B0092720,468.23,SQ-M,Leased,48.777,Subbarao,-123.7086944
2019,JUL,Duncan,161 4th St.,BC,CA,B0091817,774.2,SQ-M,Leased,48.78422222,Subbarao,-123.7099167
2019,JUL,Duncan,205 Boundary St.,BC,CA,B0067788,850,SQ-M,Leased,48.77922222,Subbarao,-123.7128611
2019,JUL,Duncan,238 Government St.,BC,CA,B0014621,1343.9,SQ-M,Leased,48.77719444,Subbarao,-123.7110556
2019,JUL,Duncan,238 Government St.,BC,CA,B0014639,1078.2,SQ-M,Leased,48.77752778,Subbarao,-123.7108056
2019,JUL,Duncan,3088 Gibbins Rd.,BC,CA,B0067069,456,SQ-M,Leased,48.78425,Subbarao,-123.7250278
2019,JUL,Duncan,3088 Gibbins Rd.,BC,CA,B0067812,176.52,SQ-M,Leased,48.7847478,Subbarao,-123.7250907
2019,JUL,Duncan,5785 Duncan St.,BC,CA,B0067554,1039.9,SQ-M,Leased,48.78080556,Subbarao,-123.70675
2019,JUL,Duncan,675 Canada Ave.,BC,CA,B0053462,678.74,SQ-M,Leased,48.78225,Subbarao,-123.7086944
2019,JUL,Esquimalt,1195 Esquimalt Rd.,BC,CA,B0067600,1346,SQ-M,Leased,48.430116,Subbarao,-123.41218
2019,JUL,Fernie,1621 10th Ave.,BC,CA,B0067045,134.7,SQ-M,Leased,49.51641667,Subbarao,-115.0614167
2019,JUL,Fernie,341 2nd Ave.,BC,CA,B0067412,515,SQ-M,Leased,49.502,Subbarao,-115.0630833
2019,JUL,Fernie,401 4th Ave.,BC,CA,B0092055,203.89,SQ-M,Leased,49.502547,Subbarao,-115.065013
2019,JUL,Fort Nelson,5020 Airport Dr.,BC,CA,B0067952,332.3,SQ-M,Leased,58.80612778,Subbarao,-122.69645
2019,JUL,Fort Nelson,5217 Airport Dr.,BC,CA,B1002256,312.53,SQ-M,Leased,58.80768333,Subbarao,-122.6966
2019,JUL,Fort Nelson,5319 50th Ave. S.,BC,CA,B0066084,262.1,SQ-M,Leased,58.80429722,Subbarao,-122.7064111
2019,JUL,Fort Nelson,5420 - 47th St.,BC,CA,N0001354,0.5537,HA,Owned,,Subbarao,
2019,JUL,Fort Nelson,5420 47th St.,BC,CA,B0038901,21,SQ-M,Owned,58.80999167,Subbarao,-122.6894194
2019,JUL,Fort Nelson,5420 47th St.,BC,CA,B0078518,18.6,SQ-M,Owned,58.8098738,Subbarao,-122.6909397
2019,JUL,Fort Nelson,5431 Airport Dr.,BC,CA,B0038877,691,SQ-M,Owned,58.80976667,Subbarao,-122.6895917
2019,JUL,Fort Nelson,6012 Alaska Hwy. (Mile 301),BC,CA,B0092408,231.32,SQ-M,Leased,58.80539722,Subbarao,-122.7291111
2019,JUL,Fort Nelson,6100 Alaska Hwy. (Mile 301),BC,CA,B0072306,761.57,SQ-M,Owned,58.80530556,Subbarao,-122.73175
2019,JUL,Fort Nelson,6100 Alaska Hwy. (Mile 301),BC,CA,B0072314,676.44,SQ-M,Owned,58.80578611,Subbarao,-122.7324028
2019,JUL,Fort Nelson,6100 Alaska Hwy. (Mile 301),BC,CA,N0001491,0.645,HA,Owned,,Subbarao,
2019,JUL,Fort Nelson,6100 Alaska Hwy. (Mile 301),BC,CA,N0092246,0.405,HA,Owned,,Subbarao,
2019,JUL,Fort Nelson,6100 Alaska Hwy. (Mile 301),BC,CA,N0092247,0.97,HA,Owned,,Subbarao,
2019,JUL,Fort Nelson,Mile # 302 (Alaska Hwy.),BC,CA,N0001546,1.4569,HA,Owned,,Subbarao,
2019,JUL,Fort St. James,121-250 Stuart Dr.,BC,CA,B1002290,234.12,SQ-M,Leased,54.4431284,Subbarao,-124.2556732
2019,JUL,Fort St. James,250 Douglas St.,BC,CA,B1002523,1070.33,SQ-M,Leased,54.442358,Subbarao,-124.250532
2019,JUL,Fort St. James,250 Stuart Dr.,BC,CA,B0066597,351.18,SQ-M,Leased,54.4431284,Subbarao,-124.2556732
2019,JUL,Fort St. James,2537 Stones Bay Rd.,BC,CA,B0076901,1893.6,SQ-M,Owned,54.45627778,Subbarao,-124.2861944
2019,JUL,Fort St. James,2537 Stones Bay Rd.,BC,CA,B0078536,123.3,SQ-M,Owned,54.45586111,Subbarao,-124.2868611
2019,JUL,Fort St. James,2537 Stones Bay Rd.,BC,CA,B0083360,169.5,SQ-M,Owned,54.4565,Subbarao,-124.2858333
2019,JUL,Fort St. James,2537 Stones Bay Rd.,BC,CA,B0083394,17.8,SQ-M,Owned,54.45536111,Subbarao,-124.2858889
2019,JUL,Fort St. James,2537 Stones Bay Rd.,BC,CA,B0083444,15.6,SQ-M,Owned,54.45552778,Subbarao,-124.2868889
2019,JUL,Fort St. James,2537 Stones Bay Rd.,BC,CA,B0083451,103.7,SQ-M,Owned,54.45591667,Subbarao,-124.286
2019,JUL,Fort St. James,2537-2539 Stones Bay Rd,BC,CA,N0092255,0.8,HA,Owned,,Subbarao,
2019,JUL,Fort St. James,2537-2539 Stones Bay Rd.,BC,CA,N0001486,1.84,HA,Owned,,Subbarao,
2019,JUL,Fort St. James,470 Stuart Dr. W.,BC,CA,B0053025,137.5,SQ-M,Leased,54.445159,Subbarao,-124.258451
2019,JUL,Fort St. James,675 Birch St.,BC,CA,B0037218,384.7,SQ-M,Owned,54.44711111,Subbarao,-124.26175
2019,JUL,Fort St. James,675 Birch St.,BC,CA,N0001336,0.3298,HA,Owned,,Subbarao,
2019,JUL,Fort St. John,10003 110th Ave.,BC,CA,B0092433,2875.8,SQ-M,Leased,56.25491667,Subbarao,-120.8483611
2019,JUL,Fort St. John,10043 100th St.,BC,CA,B0092593,238.85,SQ-M,Leased,56.246845,Subbarao,-120.847484
2019,JUL,Fort St. John,10115 110th Ave.,BC,CA,B0078128,1615.37,SQ-M,Owned,56.25477778,Subbarao,-120.8503056
2019,JUL,Fort St. John,10600 100th Ave,BC,CA,N0001348,0.8094,HA,Owned,,Subbarao,
2019,JUL,Fort St. John,10600 100th St.,BC,CA,B0038695,2945.3,SQ-M,Owned,56.25216667,Subbarao,-120.84825
2019,JUL,Fort St. John,10600 100th St.,BC,CA,B0073742,28.6,SQ-M,Owned,56.2520696,Subbarao,-120.8475104
2019,JUL,Fort St. John,110th Ave.,BC,CA,N0001793,0.533,HA,Owned,,Subbarao,
2019,JUL,Fort St. John,8819 73 St. & 89 Ave.,BC,CA,B0063834,493.5,SQ-M,Leased,56.23517222,Subbarao,-120.79645
2019,JUL,Fort St. John,9900 100th Ave.,BC,CA,B0061911,1868.08,SQ-M,Leased,56.24672222,Subbarao,-120.8460556
2019,JUL,Fort St. John,9941 101 Ave.,BC,CA,B0091508,420.38,SQ-M,Leased,56.24745,Subbarao,-120.846469
2019,JUL,Gibsons,938 Gibsons Way,BC,CA,B0091218,393.17,SQ-M,Leased,49.406705,Subbarao,-123.521729
2019,JUL,Gold River,499 Muchalat Dr.,BC,CA,B0052753,130.62,SQ-M,Leased,49.78098,Subbarao,-126.047462
2019,JUL,Goldbridge,Bralorne Rd.,BC,CA,N0092730,11.084,HA,Owned,,Subbarao,
2019,JUL,Golden,1104 9th St.,BC,CA,B0092226,340.3,SQ-M,Leased,51.295868,Subbarao,-116.960312
2019,JUL,Golden,521 Upper Golden Donald Rd.,BC,CA,B1002496,61.78,SQ-M,Leased,51.302177,Subbarao,-116.954212
2019,JUL,Golden,837 Park Dr.,BC,CA,B0067559,907.7,SQ-M,Leased,51.2965,Subbarao,-116.9658889
2019,JUL,Grand Forks,486 72 St.,BC,CA,B0092170,371.6,SQ-M,Leased,49.030797,Subbarao,-118.439862
2019,JUL,Grand Forks,7275 Riverside Dr.,BC,CA,B0091206,210.6,SQ-M,Leased,49.03252778,Subbarao,-118.4361944
2019,JUL,Grand Forks,7275 Riverside Dr.,BC,CA,N0092531,0.065,HA,Leased,,Subbarao,
2019,JUL,Grand Forks,7290 2nd St.,BC,CA,B0092096,817.2,SQ-M,Leased,49.03269444,Subbarao,-118.4367222
2019,JUL,Granisle,80 Hagan St.,BC,CA,B0048538,539.9,SQ-M,Owned,54.887234,Subbarao,-126.209454
2019,JUL,Granisle,Hagan St.,BC,CA,N0001433,0.0642,HA,Leased,,Subbarao,
2019,JUL,Hagensborg,1650 Airport Rd.,BC,CA,B0090162,404.7,SQ-M,Leased,52.38511111,Subbarao,-126.58725
2019,JUL,Hagensborg,1687 Lot 2 & 3 Airport Rd.,BC,CA,B0092050,208.1,SQ-M,Leased,52.38733333,Subbarao,-126.5890833
2019,JUL,Hazelton,2210 Hwy. 62,BC,CA,B0076877,1190.1,SQ-M,Owned,55.25726111,Subbarao,-127.6592139
2019,JUL,Hazelton,2210 Hwy. 62,BC,CA,B0076885,23.54,SQ-M,Owned,55.25784167,Subbarao,-127.6583861
2019,JUL,Hazelton,2210 Hwy. 62,BC,CA,B0076893,27.87,SQ-M,Owned,55.25776667,Subbarao,-127.6585222
2019,JUL,Hazelton,2210 Hwy. 62,BC,CA,B0084517,178.37,SQ-M,Owned,55.25792778,Subbarao,-127.6586222
2019,JUL,Hazelton,2210 Hwy. 62,BC,CA,B0084632,89.19,SQ-M,Owned,55.25791944,Subbarao,-127.6582222
2019,JUL,Hazelton,2210 Hwy. 62,BC,CA,N0001494,1.06,HA,Owned,,Subbarao,
2019,JUL,Hazelton,Hwy 62,BC,CA,N0092254,0.21,HA,Owned,,Subbarao,
2019,JUL,Hope,1313 - 6th Ave.,BC,CA,B0092326,116.12,SQ-M,Leased,49.37448056,Subbarao,-121.4268528
2019,JUL,Hope,833 3rd Ave.,BC,CA,B0091757,414.7,SQ-M,Leased,49.3763,Subbarao,-121.43837
2019,JUL,Hope,999 Water Ave.,BC,CA,B0046250,1135.9,SQ-M,Owned,49.37588889,Subbarao,-121.4408056
2019,JUL,Hope,999 Water St.,BC,CA,N0001174,0.4543,HA,Owned,,McDen,
2019,JUL,Houston,2145 Butler Ave.,BC,CA,N0001312,0.9632,HA,Owned,,McDen,
2019,JUL,Houston,2500 Butler Ave.,BC,CA,B0066613,139.26,SQ-M,Leased,54.40178056,McDen,-126.6435083
2019,JUL,Houston,2500 Butler Ave.,BC,CA,B0077529,104.8,SQ-M,Leased,54.40185833,McDen,-126.6428861
2019,JUL,Houston,2500 Butler Ave.,BC,CA,B0077537,52.11,SQ-M,Leased,54.40205556,McDen,-126.6428333
2019,JUL,Houston,3400 11th St.,BC,CA,B0092118,477.31,SQ-M,Leased,54.39836111,McDen,-126.6468333
2019,JUL,Hutda Lake,15875 Hutda Lake Rd.,BC,CA,N0001319,49.38,HA,Owned,,McDen,
2019,JUL,Invermere,625 4th St.,BC,CA,B0092439,1088.5,SQ-M,Leased,50.50940556,McDen,-116.028525
2019,JUL,Invermere,625 4th St.,BC,CA,B0092441,206.7,SQ-M,Leased,50.50963889,McDen,-116.0279972
2019,JUL,Invermere,625 4th St.,BC,CA,B0092443,104.5,SQ-M,Leased,50.50943056,McDen,-116.0280194
2019,JUL,Invermere,625 4th St.,BC,CA,B1002380,22.5,SQ-M,Leased,50.50869152,McDen,-116.0280597
2019,JUL,Invermere,625 4th St.,BC,CA,N0092458,0.093,HA,Leased,,McDen,
2019,JUL,Invermere,Industrial Rd. #1,BC,CA,N0001292,3.8413,HA,Owned,,McDen,
2019,JUL,Invermere,Industrial Rd. 1,BC,CA,B0034231,19.05,SQ-M,Owned,50.51556872,McDen,-116.0358891
2019,JUL,Invermere,Industrial Rd. 1,BC,CA,B0042416,517.84,SQ-M,Owned,50.51663333,McDen,-116.0308139
2019,JUL,Invermere,Industrial Rd. 1,BC,CA,B0048165,42.5,SQ-M,Owned,50.51641667,McDen,-116.03075
2019,JUL,Invermere,Industrial Rd. 1,BC,CA,B0077886,41.3,SQ-M,Owned,50.51613889,McDen,-116.0325278
2019,JUL,Invermere,Industrial Rd. 1,BC,CA,B0080192,46.6,SQ-M,Owned,50.51613889,McDen,-116.03225
2019,JUL,Invermere,Industrial Rd. 1,BC,CA,B0080663,44.6,SQ-M,Owned,50.51633333,McDen,-116.0308333
2019,JUL,Invermere,Industrial Rd. 1,BC,CA,B0080671,113.9,SQ-M,Owned,50.51641667,McDen,-116.0325833
2019,JUL,Jaffray,2260 Jaffray Shop Rd.,BC,CA,B0034538,140.4,SQ-M,Owned,49.37883611,McDen,-115.2818111
2019,JUL,Jaffray,2260 Jaffray Shop Rd.,BC,CA,B0034546,32.8,SQ-M,Owned,49.37883333,McDen,-115.2812944
2019,JUL,Jaffray,2260 Jaffray Shop Rd.,BC,CA,B0034553,105.9,SQ-M,Owned,49.37865556,McDen,-115.2817972
2019,JUL,Jaffray,2260 Jaffray Shop Rd.,BC,CA,B0075499,17.8,SQ-M,Owned,49.3757929,McDen,-115.302608
2019,JUL,Jaffray,2260 Jaffray Shop Rd.,BC,CA,N0001296,3.5612,HA,Owned,,McDen,
2019,JUL,Kamloops,1165 Battle St.,BC,CA,B0052522,2460.1,SQ-M,Leased,50.67291667,McDen,-120.3123333
2019,JUL,Kamloops,1255 Dalhousie Dr.,BC,CA,B0030098,2612.67,SQ-M,Owned,50.66641667,McDen,-120.3631667
2019,JUL,Kamloops,1255 Dalhousie Dr.,BC,CA,B0073841,11.5,SQ-M,Owned,50.66686944,McDen,-120.3624889
2019,JUL,Kamloops,1255 Dalhousie Dr.,BC,CA,B0073858,22,SQ-M,Owned,50.66695556,McDen,-120.3626861
2019,JUL,Kamloops,1255 Dalhousie Dr.,BC,CA,N0001827,2.7,HA,Owned,,McDen,
2019,JUL,Kamloops,1259 Dalhousie Dr.,BC,CA,B0049932,2340.4,SQ-M,Owned,50.66593333,McDen,-120.3631806
2019,JUL,Kamloops,1265 Dalhousie Dr.,BC,CA,B0078230,1836.3,SQ-M,Owned,50.66533333,McDen,-120.3630972
2019,JUL,Kamloops,1265 Dalhousie Dr.,BC,CA,B0078231,26.1,SQ-M,Owned,50.66494167,McDen,-120.3623167
2019,JUL,Kamloops,1265 Dalhousie Dr.,BC,CA,B0078232,151,SQ-M,Owned,50.66508333,McDen,-120.3623583
2019,JUL,Kamloops,1265 Dalhousie Dr.,BC,CA,B0078233,32.7,SQ-M,Owned,50.66483611,McDen,-120.3623139
2019,JUL,Kamloops,1265 Dalhousie Dr.,BC,CA,N0092264,0.5199,HA,Owned,,McDen,
2019,JUL,Kamloops,1265 Dalhousie Dr.,BC,CA,N0092273,0.7252,HA,Owned,,McDen,
2019,JUL,Kamloops,1315 Summit Dr.,BC,CA,B0067528,273.5,SQ-M,Leased,50.665434,McDen,-120.349983
2019,JUL,Kamloops,167 Lorne St.,BC,CA,B0067446,800.71,SQ-M,Leased,50.677326,McDen,-120.337246
2019,JUL,Kamloops,175 2nd Ave.,BC,CA,B0092602,537.17,SQ-M,Leased,50.67613889,McDen,-120.3362778
2019,JUL,Kamloops,205 - 150 Victoria St.,BC,CA,B1002681,298.77,SQ-M,Leased,50.676078,McDen,-120.335272
2019,JUL,Kamloops,2250 Trans Canada Hwy,BC,CA,N0001625,14.6016,HA,Owned,,McDen,
2019,JUL,Kamloops,2250 Trans Canada Hwy.,BC,CA,B0077984,12238,SQ-M,Owned,50.66644444,McDen,-120.4125556
2019,JUL,Kamloops,2250 Trans Canada Hwy.,BC,CA,B0077985,80.9,SQ-M,Owned,50.66577407,McDen,-120.4134017
2019,JUL,Kamloops,2250 Trans Canada Hwy.,BC,CA,B0077986,43.8,SQ-M,Owned,50.66577407,McDen,-120.4134017
2019,JUL,Kamloops,2250 Trans Canada Hwy.,BC,CA,B0092087,259.29,SQ-M,Owned,50.66586928,McDen,-120.4127258
